edition,year,venue,round,team 1,team 2,score,score_halftime
1990-ITALY,1989,Singapore.,PRELIMINARY-Asia,United Arab Emirates (الإمارات العربية المتحدة),Qatar (قطر),1-1,1-1
1990-ITALY,1989,Singapore.,PRELIMINARY-Asia,Saudi Arabia (العربية السعودية),United Arab Emirates (الإمارات العربية المتحدة),0-0,0-0
1990-ITALY,1989,Singapore.,PRELIMINARY-Asia,North Korea (조선),Qatar (قطر),2-0,2-0
1990-ITALY,1989,Singapore.,PRELIMINARY-Asia,China (中国),South Korea (한국),0-1,0-0
1990-ITALY,1989,Singapore.,PRELIMINARY-Asia,China (中国),United Arab Emirates (الإمارات العربية المتحدة),1-2,0-0
1990-ITALY,1989,Singapore.,PRELIMINARY-Asia,South Korea (한국),North Korea (조선),1-0,1-0
1990-ITALY,1989,Singapore.,PRELIMINARY-Asia,Qatar (قطر),Saudi Arabia (العربية السعودية),1-1,0-1
1990-ITALY,1989,Barranquilla.,PRELIMINARY-S.America,Colombia,Israel (ישראל),1-0,0-0
1990-ITALY,1990,Napoli.,GROUP_STAGE,Argentina,Romania (România),1-1,0-0
1990-ITALY,1990,Milano.,GROUP_STAGE,FRG (BRD / Westdeutschland),Colombia,1-1,0-0
1990-ITALY,1990,Bologna.,GROUP_STAGE,Yugoslavia (Југославија),United Arab Emirates (الإمارات العربية المتحدة),4-1,2-1
1990-ITALY,1990,Firenze.,GROUP_STAGE,Austria (Österreich),USA,2-1,0-0
1990-ITALY,1989,Libreville.,PRELIMINARY-Africa,Gabon,Cameroon (Cameroun),1-3,1-2
1990-ITALY,1989,Monrovia.,PRELIMINARY-Africa,Liberia,Kenya,0-0,0-0
1990-ITALY,1989,Harare.,PRELIMINARY-Africa,Zimbabwe,Ivory Coast (Côte d'Ivoire),0-0,0-0
1990-ITALY,1989,Valletta.,PRELIMINARY-Europe,Malta,Spain (España),0-2,0-1
1990-ITALY,1989,Lilongwe.,PRELIMINARY-Africa,Malawi (Malaŵi),Egypt (مصر),1-1,0-0
1990-ITALY,1989,Sharjah.,PRELIMINARY-Asia,United Arab Emirates (الإمارات العربية المتحدة),Pakistan (پاکستان),5-0,2-0
1990-ITALY,1989,Amman.,PRELIMINARY-Asia,Jordan (الأردن),Oman (عمان),2-0,2-0
1990-ITALY,1989,Doha.,PRELIMINARY-Asia,Qatar (قطر),Iraq (العراق),1-0,1-0
1990-ITALY,1989,Tripoli.,PRELIMINARY-Africa,Libya (ليبيا),Algeria (الجزائر),0-2,w.o.
1990-ITALY,1989,Kuwait.,PRELIMINARY-Asia,Kuwait (الكويت),United Arab Emirates (الإمارات العربية المتحدة),3-2,1-0
1990-ITALY,1989,Amman.,PRELIMINARY-Asia,Jordan (الأردن),Iraq (العراق),0-1,0-1
1990-ITALY,1989,Muscat.,PRELIMINARY-Asia,Oman (عمان),Qatar (قطر),0-0,0-0
1990-ITALY,1989,Guayaquil.,PRELIMINARY-S.America,Ecuador,Paraguay,3-1,1-1
1990-ITALY,1989,Dortmund.,PRELIMINARY-Europe,FRG (BRD / Westdeutschland),Finland (Suomi),6-1,1-0
1990-ITALY,1989,Praha.,PRELIMINARY-Europe,Czechoslovakia (Československo),Portugal,2-1,1-0
1990-ITALY,1989,Stockholm.,PRELIMINARY-Europe,Sweden (Sverige),Albania (Shqipëri),3-1,1-1
1990-ITALY,1989,Karl-Marx-Stadt.,PRELIMINARY-Europe,GDR (DDR / Ostdeutschland),Soviet Union (СССР),2-1,0-0
1990-ITALY,1989,Guatemala.,PRELIMINARY-N/C.America,Guatemala,USA,0-0,0-0
1990-ITALY,1989,Constantine.,PRELIMINARY-Africa,Algeria (الجزائر),Egypt (مصر),0-0,0-0
1990-ITALY,1989,Luanda.,PRELIMINARY-Africa,Angola,Nigeria,2-2,1-0
1990-ITALY,1989,Tunis.,PRELIMINARY-Africa,Tunisia (تونس),Zambia,1-0,0-0
1990-ITALY,1989,Tunis.,PRELIMINARY-Africa,Tunisia (تونس),Morocco (المغرب),2-1,2-1
1990-ITALY,1989,Amman.,PRELIMINARY-Asia,Jordan (الأردن),Qatar (قطر),1-1,0-0
1990-ITALY,1990,Roma.,GROUP_STAGE,Italy (Italia),Czechoslovakia (Československo),2-0,1-0
1990-ITALY,1990,Torino.,GROUP_STAGE,Brazil (Brasil),Scotland,1-0,0-0
1990-ITALY,1990,Genova.,GROUP_STAGE,Sweden (Sverige),Costa Rica,1-2,1-0
1990-ITALY,1990,Udine.,GROUP_STAGE,South Korea (한국),Uruguay,0-1,0-0
1990-ITALY,1990,Verona.,GROUP_STAGE,Belgium (België),Spain (España),1-2,1-2
1990-ITALY,1990,Cagliari.,GROUP_STAGE,England,Egypt (مصر),1-0,0-0
1990-ITALY,1990,Palermo.,GROUP_STAGE,Ireland (Éire),Netherlands (Nederland),1-1,0-1
1990-ITALY,1990,Napoli.,1/8_FINAL,Cameroon (Cameroun),Colombia,2-1,0-0
1990-ITALY,1990,Bari.,1/8_FINAL,Czechoslovakia (Československo),Costa Rica,4-1,1-0
1990-ITALY,1990,Torino.,1/8_FINAL,Brazil (Brasil),Argentina,0-1,0-0
1990-ITALY,1990,Milano.,1/8_FINAL,FRG (BRD / Westdeutschland),Netherlands (Nederland),2-1,0-0
1990-ITALY,1990,Genova.,1/8_FINAL,Ireland (Éire),Romania (România),0-0,0-0
1990-ITALY,1990,Roma.,1/8_FINAL,Italy (Italia),Uruguay,2-0,0-0
1990-ITALY,1990,Verona.,1/8_FINAL,Spain (España),Yugoslavia (Југославија),1-2,0-0
1990-ITALY,1989,Baghdad.,PRELIMINARY-Asia,Iraq (العراق),Jordan (الأردن),4-0,2-0
1990-ITALY,1988,Luanda.,PRELIMINARY-Africa,Angola,Sudan (السودان),0-0,0-0
1990-ITALY,1989,Doha.,PRELIMINARY-Asia,Qatar (قطر),Oman (عمان),3-0,1-0
1990-ITALY,1989,Kuwait.,PRELIMINARY-Asia,Kuwait (الكويت),Pakistan (پاکستان),2-0,1-0
1990-ITALY,1989,Baghdad.,PRELIMINARY-Asia,Iraq (العراق),Oman (عمان),3-1,1-0
1990-ITALY,1989,Lusaka.,PRELIMINARY-Africa,Zambia,Zaire (Zaïre),4-2,2-1
1990-ITALY,1989,São_Paulo.,PRELIMINARY-S.America,Brazil (Brasil),Venezuela,6-0,4-0
1990-ITALY,1989,Kobe.,PRELIMINARY-Asia,Japan (日本),Hong Kong (香港),0-0,0-0
1990-ITALY,1989,Pyongyang.,PRELIMINARY-Asia,North Korea (조선),Japan (日本),2-0,1-0
1990-ITALY,1988,Wien.,PRELIMINARY-Europe,Austria (Österreich),Turkey (Türkiye),3-2,2-0
1990-ITALY,1989,Kinshasa.,PRELIMINARY-Africa,Zaire (Zaïre),Tunisia (تونس),3-1,2-1
1990-ITALY,1989,Rabat.,PRELIMINARY-Africa,Morocco (المغرب),Zambia,1-0,1-0
1990-ITALY,1989,Yaoundé.,PRELIMINARY-Africa,Cameroon (Cameroun),Angola,1-1,0-1
1990-ITALY,1989,Abidjan.,PRELIMINARY-Africa,Ivory Coast (Côte d'Ivoire),Libya (ليبيا),1-0,0-0
1990-ITALY,1989,Enugu.,PRELIMINARY-Africa,Nigeria,Gabon,1-0,1-0
1990-ITALY,1989,Nairobi.,PRELIMINARY-Africa,Kenya,Malawi (Malaŵi),1-1,0-1
1990-ITALY,1988,Bucureşti.,PRELIMINARY-Europe,Romania (România),Greece (Ελλάδα),3-0,2-0
1990-ITALY,1988,Port_of_Spain.,PRELIMINARY-N/C.America,Trinidad and Tobago,Honduras,0-0,0-0
1990-ITALY,1988,Levkosía.,PRELIMINARY-Europe,Cyprus (Κύπρος),France,1-1,0-1
1990-ITALY,1988,Lemesós.,PRELIMINARY-Europe,Cyprus (Κύπρος),Norway (Norge),0-3,0-0
1990-ITALY,1988,Bruxelles.,PRELIMINARY-Europe,Belgium (België),Switzerland (Schweiz / Suisse),1-0,1-0
1990-ITALY,1988,Glasgow.,PRELIMINARY-Europe,Scotland,Yugoslavia (Југославија),1-1,1-1
1990-ITALY,1988,München.,PRELIMINARY-Europe,FRG (BRD / Westdeutschland),Netherlands (Nederland),0-0,0-0
1990-ITALY,1988,Swansea.,PRELIMINARY-Europe,Wales (Cymru),Finland (Suomi),2-2,2-2
1990-ITALY,1988,Ost-Berlin.,PRELIMINARY-Europe,GDR (DDR / Ostdeutschland),Iceland (Ísland),2-0,1-0
1990-ITALY,1988,Kiev.,PRELIMINARY-Europe,Soviet Union (СССР),Austria (Österreich),2-0,0-0
1990-ITALY,1988,Beograd.,PRELIMINARY-Europe,Yugoslavia (Југославија),France,3-2,1-1
1990-ITALY,1988,Nadi.,PRELIMINARY-O./As.,Fiji,Australia,1-0,0-0
1990-ITALY,1988,Chorzów.,PRELIMINARY-Europe,Poland (Polska),Albania (Shqipëri),1-0,0-0
1990-ITALY,1990,Roma.,_FINAL,FRG (BRD / Westdeutschland),Argentina,1-0,0-0
1990-ITALY,1990,Bari.,PLACES_3&4,Italy (Italia),England,2-1,0-0
1990-ITALY,1988,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Northern Ireland (Ulster),1-0,0-0
1990-ITALY,1990,Torino.,1/2_FINAL,FRG (BRD / Westdeutschland),England,1-1,0-0
1990-ITALY,1988,Tiranë.,PRELIMINARY-Europe,Albania (Shqipëri),Sweden (Sverige),1-2,1-0
1990-ITALY,1988,Tegucigalpa.,PRELIMINARY-N/C.America,Honduras,Trinidad and Tobago,1-1,1-0
1990-ITALY,1989,Luanda.,PRELIMINARY-Africa,Angola,Cameroon (Cameroun),1-2,1-0
1990-ITALY,1989,Libreville.,PRELIMINARY-Africa,Gabon,Nigeria,2-1,2-0
1990-ITALY,1989,Lusaka.,PRELIMINARY-Africa,Zambia,Morocco (المغرب),2-1,1-0
1990-ITALY,1989,Tunis.,PRELIMINARY-Africa,Tunisia (تونس),Zaire (Zaïre),1-0,0-0
1990-ITALY,1989,Jakarta.,PRELIMINARY-Asia,Indonesia,Hong Kong (香港),3-2,0-1
1990-ITALY,1989,Pyongyang.,PRELIMINARY-Asia,North Korea (조선),Hong Kong (香港),4-1,2-1
1990-ITALY,1989,Pyongyang.,PRELIMINARY-Asia,North Korea (조선),Indonesia,2-1,1-0
1990-ITALY,1989,Shenyang.,PRELIMINARY-Asia,China (中国),Iran (ایران),2-0,0-0
1990-ITALY,1989,San_José.,PRELIMINARY-N/C.America,Costa Rica,El Salvador,1-0,0-0
1990-ITALY,1989,Tehran.,PRELIMINARY-Asia,Iran (ایران),China (中国),3-2,2-0
1990-ITALY,1988,Khartoum.,PRELIMINARY-Africa,Sudan (السودان),Angola,1-2,1-0
1990-ITALY,1989,Shenyang.,PRELIMINARY-Asia,China (中国),Thailand (ประเทศไทย),2-0,2-0
1990-ITALY,1989,Port_of_Spain.,PRELIMINARY-N/C.America,Trinidad and Tobago,El Salvador,2-0,0-0
1990-ITALY,1989,Caracas.,PRELIMINARY-S.America,Venezuela,Chile,1-3,0-2
1990-ITALY,1989,Cairo.,PRELIMINARY-Africa,Egypt (مصر),Malawi (Malaŵi),1-0,1-0
1990-ITALY,1989,Nairobi.,PRELIMINARY-Africa,Kenya,Liberia,1-0,1-0
1990-ITALY,1989,Lagos.,PRELIMINARY-Africa,Nigeria,Angola,1-0,1-0
1990-ITALY,1989,Santiago.,PRELIMINARY-S.America,Chile,Brazil (Brasil),1-1,0-0
1990-ITALY,1989,Monrovia.,PRELIMINARY-Africa,Liberia,Egypt (مصر),1-0,1-0
1990-ITALY,1988,Porto.,PRELIMINARY-Europe,Portugal,Luxembourg (Lëtzebuerg),1-0,1-0
1990-ITALY,1988,Bratislava.,PRELIMINARY-Europe,Czechoslovakia (Československo),Belgium (België),0-0,0-0
1990-ITALY,1988,Sevilla.,PRELIMINARY-Europe,Spain (España),Ireland (Éire),2-0,0-0
1990-ITALY,1989,Caracas.,PRELIMINARY-S.America,Venezuela,Brazil (Brasil),0-4,0-1
1990-ITALY,1990,Napoli.,1/2_FINAL,Italy (Italia),Argentina,1-1,1-0
1990-ITALY,1988,København.,PRELIMINARY-Europe,Denmark (Danmark),Bulgaria (България),1-1,1-1
1990-ITALY,1990,Milano.,1/4_FINAL,FRG (BRD / Westdeutschland),Czechoslovakia (Československo),1-0,1-0
1990-ITALY,1990,Bologna.,1/8_FINAL,England,Belgium (België),1-0,0-0
1990-ITALY,1990,Napoli.,1/4_FINAL,England,Cameroon (Cameroun),3-2,1-0
1990-ITALY,1988,İstanbul.,PRELIMINARY-Europe,Turkey (Türkiye),GDR (DDR / Ostdeutschland),3-1,1-0
1990-ITALY,1988,Newcastle.,PRELIMINARY-O./As.,Australia,Fiji,5-1,2-0
1990-ITALY,1988,Beograd.,PRELIMINARY-Europe,Yugoslavia (Југославија),Cyprus (Κύπρος),4-0,3-0
1990-ITALY,1988,Valletta.,PRELIMINARY-Europe,Malta,Hungary (Magyarország),2-2,0-1
1990-ITALY,1988,Wellington.,PRELIMINARY-O./As.,Taiwan (台湾),New Zealand (Aotearoa),0-4,0-2
1990-ITALY,1988,Auckland.,PRELIMINARY-O./As.,New Zealand (Aotearoa),Taiwan (台湾),4-1,3-0
1990-ITALY,1988,Sevilla.,PRELIMINARY-Europe,Spain (España),Northern Ireland (Ulster),4-0,1-0
1990-ITALY,1989,Annaba.,PRELIMINARY-Africa,Algeria (الجزائر),Zimbabwe,3-0,2-0
1990-ITALY,1989,Doha.,PRELIMINARY-Asia,Qatar (قطر),Jordan (الأردن),1-0,1-0
1990-ITALY,1989,Muscat.,PRELIMINARY-Asia,Oman (عمان),Iraq (العراق),1-1,1-1
1990-ITALY,1989,Islamabad.,PRELIMINARY-Asia,Pakistan (پاکستان),Kuwait (الكويت),0-1,0-1
1990-ITALY,1989,Cairo.,PRELIMINARY-Africa,Egypt (مصر),Liberia,2-0,2-0
1990-ITALY,1990,Roma.,1/4_FINAL,Italy (Italia),Ireland (Éire),1-0,1-0
1990-ITALY,1990,Firenze.,1/4_FINAL,Yugoslavia (Југославија),Argentina,0-0,0-0
1994-USA,1993,Dubai.,PRELIMINARY-Asia,Sri Lanka (ශ්රී ලංකාව),Japan (日本),0-6,0-2
1994-USA,1993,İstanbul.,PRELIMINARY-Europe,Turkey (Türkiye),Norway (Norge),2-1,2-0
1994-USA,1993,Porto.,PRELIMINARY-Europe,Portugal,Estonia (Eesti),3-0,2-0
1994-USA,1993,Sydney.,PRELIMINARY-S.America,Australia,Argentina,1-1,1-1
1994-USA,1993,Doha.,PRELIMINARY-Asia,Iraq (العراق),Japan (日本),2-2,0-1
1994-USA,1993,Doha.,PRELIMINARY-Asia,Saudi Arabia (العربية السعودية),Iran (ایران),4-3,2-1
1994-USA,1993,Doha.,PRELIMINARY-Asia,South Korea (한국),North Korea (조선),3-0,0-0
1994-USA,1993,Tel Aviv.,PRELIMINARY-Europe,Israel (ישראל),Austria (Österreich),1-1,1-1
1994-USA,1993,Budapest.,PRELIMINARY-Europe,Hungary (Magyarország),Luxembourg (Lëtzebuerg),1-0,1-0
1994-USA,1993,Košice.,PRELIMINARY-Europe,Czechoslovakia (Československo),Cyprus (Κύπρος),3-0,2-0
1994-USA,1993,Dublin.,PRELIMINARY-Europe,Ireland (Éire),Northern Ireland (Ulster),3-0,3-0
1994-USA,1993,København.,PRELIMINARY-Europe,Denmark (Danmark),Spain (España),1-0,1-0
1994-USA,1993,İzmir.,PRELIMINARY-Europe,Turkey (Türkiye),England,0-2,0-2
1994-USA,1992,Casablanca.,PRELIMINARY-N/C.America,El Salvador,Canada,1-1,1-0
1994-USA,1993,İstanbul.,PRELIMINARY-Europe,Turkey (Türkiye),Poland (Polska),2-1,0-1
1994-USA,1993,Wien.,PRELIMINARY-Europe,Austria (Österreich),France,0-1,0-0
1994-USA,1993,Doha.,PRELIMINARY-Asia,Iran (ایران),North Korea (조선),2-1,0-1
1994-USA,1992,Lemesós.,PRELIMINARY-Africa,Niger,Ivory Coast (Côte d'Ivoire),0-0,0-0
1994-USA,1992,Utrecht.,PRELIMINARY-Africa,Togo,Egypt (مصر),1-4,0-2
1994-USA,1992,Palermo.,PRELIMINARY-Africa,Liberia,Cameroon (Cameroun),0-0,0-0
1994-USA,1993,Doha.,PRELIMINARY-Asia,Japan (日本),South Korea (한국),1-0,0-0
1994-USA,1993,Wien.,PRELIMINARY-Europe,Austria (Österreich),Sweden (Sverige),1-1,0-0
1994-USA,1992,Serravalle.,PRELIMINARY-Africa,Swaziland (Swatini),Zaire (Zaïre),1-0,0-0
1994-USA,1992,Yaoundé.,PRELIMINARY-Africa,Burundi,Ghana,1-0,0-0
1994-USA,1992,Lusaka.,PRELIMINARY-N/C.America,Bermuda,Jamaica,1-1,0-0
1994-USA,1992,Cotonou.,PRELIMINARY-Europe,Malta,Estonia (Eesti),0-0,0-0
1994-USA,1993,Kuala Lumpur.,PRELIMINARY-Asia,Kuwait (الكويت),Saudi Arabia (العربية السعودية),0-0,0-0
1994-USA,1993,Kuala Lumpur.,PRELIMINARY-Asia,Malaysia (مليسيا),Macao (澳门),9-0,4-0
1994-USA,1993,Dubai.,PRELIMINARY-Asia,Bangladesh (বাংলাদেশ),Thailand (ประเทศไทย),1-4,0-2
1994-USA,1993,Bern.,PRELIMINARY-Europe,Switzerland (Schweiz / Suisse),Portugal,1-1,1-1
1994-USA,1993,Tel Aviv.,PRELIMINARY-Europe,Israel (ישראל),Finland (Suomi),1-3,0-0
1994-USA,1992,Niamey.,PRELIMINARY-Africa,South Africa (Suid-Afrika),Congo,1-0,1-0
1994-USA,1993,Valletta.,PRELIMINARY-Europe,Malta,Scotland,0-2,0-1
1994-USA,1993,Rotterdam.,PRELIMINARY-Europe,Albania (Shqipëri),Northern Ireland (Ulster),1-2,0-2
1994-USA,1993,London.,PRELIMINARY-Europe,England,San Marino,6-0,2-0
1994-USA,1993,Glasgow.,PRELIMINARY-Europe,Scotland,Malta,3-0,1-0
1994-USA,1993,Cagliari.,PRELIMINARY-Europe,Cyprus (Κύπρος),Belgium (België),0-3,0-2
1994-USA,1993,Antananarivo.,PRELIMINARY-Africa,Tunisia (تونس),Ethiopia (ኢትዮጵያ),3-0,1-0
1994-USA,1993,Lusaka.,PRELIMINARY-Africa,Morocco (المغرب),Benin (Bénin),5-0,3-0
1994-USA,1993,Libreville.,PRELIMINARY-Africa,Ivory Coast (Côte d'Ivoire),Niger,1-0,0-0
1994-USA,1993,Tunis.,PRELIMINARY-Africa,Congo,South Africa (Suid-Afrika),0-1,0-0
1994-USA,1993,Casablanca.,PRELIMINARY-Africa,Zimbabwe,Angola,2-1,1-1
1994-USA,1993,Abidjan.,PRELIMINARY-Africa,Egypt (مصر),Togo,3-0,0-0
1994-USA,1993,Cairo.,PRELIMINARY-Africa,Ghana,Burundi,1-0,1-0
1994-USA,1993,Kinshasa.,PRELIMINARY-Africa,Zambia,Namibia,4-0,2-0
1994-USA,1993,Lagos.,PRELIMINARY-Africa,Senegal (Sénégal),Mozambique (Moçambique),6-1,3-1
1994-USA,1993,Papeete.,PRELIMINARY-Europe,Malta,Portugal,0-1,0-0
1994-USA,1992,Enugu.,PRELIMINARY-Europe,Russia (Россия),Iceland (Ísland),1-0,0-0
1994-USA,1992,Dakar.,PRELIMINARY-Europe,France,Austria (Österreich),2-0,1-0
1994-USA,1992,Nairobi.,PRELIMINARY-N/C.America,Jamaica,Canada,1-1,0-0
1994-USA,1992,Lomé.,PRELIMINARY-N/C.America,Bermuda,El Salvador,1-0,0-0
1994-USA,1992,Cairo.,PRELIMINARY-Africa,Cameroon (Cameroun),Swaziland (Swatini),5-0,2-0
